,title,keywords,url,,,,,good
5701,Plaidcast Episode 6 with Congresswoman Claudia Tenney,claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=Pm2FgS--P38,,,,,
5702,"Remarks: Donald Trump Delivers a Speech at a Fundraiser in Utica, NY - August 13, 2018",claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=i01a0onhXXQ,,,,,
5703,Congresswoman Claudia Tenney Shares Details on the Trump Visit,claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=xy5PQ47iw20,,,,,
5704,Claudia Tenney: Whose side are you on?,claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=Bje1_BPK-Oo,,,,,
5705,Richard Hanna blasts Congresswoman Tenney; Will he run again?,claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=dxw6ZNRLPXY,,,,,
5706,🔴 Trump Rally In New York 18/08/13,claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=d7wAORLj9Sc,,,,,
5707,"Rep. Claudia Tenney Discusses Eminent Domain, #NoHospital Downtown, and U District [Elected News]",claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=N836g8Y5KVk,,,,,x
5708,Rep. Claudia Tenney Previews President Trump's Visit,claudia+tenney+campaign+speech,https://www.youtube.com/watch?v=ZttDk6mQlVU,,,,,
6009,"""Hunger is Not a Game!"" - Congresswoman Marcia L. Fudge",marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=xBb6YLrzX7c,,,,,
6010,Rep. Marcia L. Fudge,marcia+l+fudge+campaign+speech,https://www.youtube.com/user/MarciaLFudge,,,,,
6011,U.S. Congresswoman Marcia Fudge speaks at We the People candidates forum,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=5xF8yQ34W3c,,,,,
6012,Rep. Marcia L. Fudge to House Republicans: My Constituents Want the ACA Fixed Not Just Repealed,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=kma9tOdR6d8,,,,,
6013,The Colbert Report - Better Know a District - Ohio's 11th - Marcia Fudge Pt. 1,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=uvPH5BJpLS4,,,,,
6014,Congresswoman Marcia L. Fudge Celebrates Black History Month,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=K5sv8kKCFfU,,,,,
6015,Rep. Marcia L. Fudge recognizes National Childhood Obesity Awareness Month,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=eU1jOCtFEOI,,,,,
6016,Rep. Marcia L. Fudge Stands Up for the Rights of Workers,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=C-doqAkq-1M,,,,,
6017,Rep. Fudge on the Opioid Epidemic,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=kBFma9YTvZI,,,,,
6018,Rep. Marcia L. Fudge Says H.R. 5003 is a Step Backward,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=c7o4x_7Qc0Q,,,,,
6019,Rep. Marcia Fudge speaks over cheers and boos  at the 2016 Democratic National Convention,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=wxMpSdHATOU,,,,,x
6020,FULL: YIKES!!! Marcia Fudge BOO'd throughout ENTIRE SPEECH!!! - Democratic National Convention,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=4eCDYOGO5QI,,,,,
6021,Marcia Fudge Speech Pt. 1/6,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=q4SNxcYVwWo,,,,,
6022,Marcia Fudge tribute to Louis Stokes,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=znyRXO_3VZg,,,,,
6023,Former Secretary of State Hillary Clinton: Congresswoman Marcia Fudge,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=k23nTvaWLzY,,,,,
6024,Rep. Marcia L. Fudge Tells Congressional Colleagues: It’s Time We Get Our Priorities Straight,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=lYVNfLi6cjI,,,,,
6025,Congressional Leader Marcia L. Fudge of Ohio Receives African American Family History,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=Bo60UgE81n8,,,,,
6026,Congress woman Marcia Fudge shouts out Humble G Tha Fiddla,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=nby07WG1O7Y,,,,,
6027,Marcia Fudge Speech Pt. 3/6,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=D9AW55ukXZg,,,,,
6028,Rep. Marcia L. Fudge Talks the Importance of Medical Research to Ohio's Economy,marcia+l+fudge+campaign+speech,https://www.youtube.com/watch?v=Xiw7VcfgK9Y,,,,,
